Mod:Item:MetaData, Localized Name
galacticraftcore:slab_gc_half:2, Плита из лунного камня
galacticraftcore:slab_gc_half:3, Плита из кирпича лунной сокровищницы
galacticraftcore:slab_gc_half:4, Плита из марсианского булыжника
galacticraftcore:slab_gc_half:5, Плита из кирпича марсианской сокровищницы
galacticraftcore:slab_gc_half:6, Тёмная декоративная плита
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Скрытый красный провод
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Скрытый повторитель красного камня
galacticraftcore:concealed_detector, Детектор игроков
galacticraftcore:platform, Гидравлическая платформа
galacticraftcore:emergency_box:0, Спасательная станция
galacticraftcore:emergency_box:1, Спасательная станция (с Самоспасателем)
galacticraftcore:grating, Решётка
galacticraftcore:rocket_t1:0, Ракета 1-го уровня
galacticraftcore:rocket_t1:1, Ракета 1-го уровня
galacticraftcore:rocket_t1:2, Ракета 1-го уровня
galacticraftcore:rocket_t1:3, Ракета 1-го уровня
galacticraftcore:rocket_t1:4, Ракета 1-го уровня
galacticraftcore:oxygen_mask, Кислородная маска
galacticraftcore:oxygen_gear, Кислородное оборудование
galacticraftcore:oxygen_tank_light_full, Малый кислородный баллон
galacticraftcore:oxygen_tank_med_full, Средний кислородный баллон
galacticraftcore:oxygen_tank_heavy_full, Большой кислородный баллон
galacticraftcore:infinite_oxygen, Бесконечный кислородный баллон
galacticraftcore:sensor_lens, Сенсорные линзы
galacticraftcore:sensor_glasses, Очки с сенсорами
galacticraftcore:standard_wrench, Обычный гаечный ключ
galacticraftcore:steel_pickaxe, Стальная кирка
galacticraftcore:steel_axe, Стальной топор
galacticraftcore:steel_hoe, Стальная мотыга
galacticraftcore:steel_shovel, Стальная лопата
galacticraftcore:steel_sword, Стальной меч
galacticraftcore:steel_helmet, Стальной шлем
galacticraftcore:steel_chestplate, Стальной нагрудник
galacticraftcore:steel_leggings, Стальные поножи
galacticraftcore:steel_boots, Стальные ботинки
galacticraftcore:canister:0, Оловянная канистра
galacticraftcore:canister:1, Медная канистра
galacticraftcore:air_vent, Вентиляционный клапан
galacticraftcore:air_fan, Вентилятор
galacticraftcore:oxygen_concentrator, Кислородный концентратор
galacticraftcore:engine:0, Ракетный двигатель 1-го уровня
galacticraftcore:engine:1, Ускоритель 1-го уровня
galacticraftcore:heavy_plating, Сверхпрочная пластина
galacticraftcore:nose_cone, Головной обтекатель
galacticraftcore:rocket_fins, Ракетный стабилизатор
galacticraftcore:steel_pole, Стальной шест
galacticraftcore:canvas, Холст
galacticraftcore:oil_canister_partial:1001, Пустая жидкостная канистра
galacticraftcore:oil_canister_partial:1, Полная канистра нефти
galacticraftcore:fuel_canister_partial:1, Полная канистра топлива
galacticraftcore:schematic:0, Схема для верстака NASA
galacticraftcore:schematic:1, Схема для верстака NASA
galacticraftcore:key:0, Ключ от подземелья 1-го уровня
galacticraftcore:buggymat:0, Колесо багги
galacticraftcore:buggymat:1, Сиденье багги
galacticraftcore:buggymat:2, Контейнер багги
galacticraftcore:buggy, Багги
galacticraftcore:basic_item:0, Одиночный солнечный модуль
galacticraftcore:basic_item:1, Целая солнечная панель
galacticraftcore:basic_item:2, Неочищенный кремний
galacticraftcore:basic_item:3, Медный слиток
galacticraftcore:basic_item:4, Оловянный слиток
galacticraftcore:basic_item:5, Алюминиевый слиток
galacticraftcore:basic_item:6, Сжатая медь
galacticraftcore:basic_item:7, Сжатое олово
galacticraftcore:basic_item:8, Сжатый алюминий
galacticraftcore:basic_item:9, Сжатая сталь
galacticraftcore:basic_item:10, Сжатая бронза
galacticraftcore:basic_item:11, Сжатое железо
galacticraftcore:basic_item:12, Синяя солнечная полупроводниковая пластина
galacticraftcore:basic_item:13, Основная полупроводниковая пластина
galacticraftcore:basic_item:14, Улучшенная полупроводниковая пластина
galacticraftcore:basic_item:19, Частотный модуль
galacticraftcore:basic_item:20, Тепловой контроллер
galacticraftcore:food:0, Консервированная еда
galacticraftcore:food:1, Консервированная еда
galacticraftcore:food:2, Консервированная еда
galacticraftcore:food:3, Консервированная еда
galacticraftcore:food:9, Говяжья тушёнка
galacticraftcore:food:4, Ломтик сыра
galacticraftcore:food:5, Булочка для бургера
galacticraftcore:food:6, Говяжий фарш
galacticraftcore:food:7, Говяжья котлета
galacticraftcore:food:8, Чизбургер
galacticraftcore:battery, Аккумулятор
galacticraftcore:infinite_battery, Бесконечный аккумулятор
galacticraftcore:meteor_chunk:0, Бросаемый метеоритный кусок
galacticraftcore:meteor_chunk:1, Бросаемый метеоритный кусок
galacticraftcore:cheese_curd, Сырок
galacticraftcore:meteoric_iron_raw, Необработанное метеоритное железо
galacticraftcore:item_basic_moon:0, Слиток метеоритного железа
galacticraftcore:item_basic_moon:1, Сжатое метеоритное железо
galacticraftcore:item_basic_moon:2, Лунный сапфир
galacticraftcore:flag, Флаг
galacticraftcore:parachute:0, Парашют
galacticraftcore:parachute:1, Чёрный парашют
galacticraftcore:parachute:2, Голубой парашют
galacticraftcore:parachute:3, Лаймовый парашют
galacticraftcore:parachute:4, Коричневый парашют
galacticraftcore:parachute:5, Синий парашют
galacticraftcore:parachute:6, Серый парашют
galacticraftcore:parachute:7, Зелёный парашют
galacticraftcore:parachute:8, Светло-серый парашют
galacticraftcore:parachute:9, Пурпурный парашют
galacticraftcore:parachute:10, Оранжевый парашют
